County,Office,Candidate,Party,District,Votes
,City-County or City Common Council Member,Cameron Austin,Republican,"Clay City, Logansport 01, Noble City",207
,City-County or City Common Council Member,Cameron Grimm,Republican,"HENRY 02, HENRY 03, HENRY 07",187
,City-County or City Common Council Member,Carl Hayes Barnett,Republican,LAWRENCE 1,383
,City-County or City Common Council Member,Carla Eades Krebs,Republican,MADISON CC DIST 2,392
,City-County or City Common Council Member,Carol A Bowling,Republican,SOUTHPORT 2,86
,City-County or City Common Council Member,Carolyn M Gillio,Republican,CLINTON CITY,356
,City-County or City Common Council Member,Cecilia Coble,Republican,Fishers,11484
,City-County or City Common Council Member,Chad Hubbard  ,Republican,3,141
,City-County or City Common Council Member,Chad Huff,Republican,Westfield,4260
,City-County or City Common Council Member,Chad Lueken,Republican,JASPER COUNCIL 3,451
,City-County or City Common Council Member,Charissa Childers,Republican,Portage 5,756
,City-County or City Common Council Member,Charlene Amy Christmas,Republican,District 2,148
,City-County or City Common Council Member,CHARLES (CHARLIE) CHAPMAN,Republican,CC1,571
,City-County or City Common Council Member,Charlie Coyne,Republican,4,88
,City-County or City Common Council Member,Chris Duffer,Republican,BEECH GROVE,1202
,City-County or City Common Council Member,Chris Howard,Republican,"Logansport 03, Logansport 04",113
,City-County or City Common Council Member,Chris Madsen,Republican,LAKE STATION 4TH DISTR,65
,City-County or City Common Council Member,Chris Wells,Republican,HOBART 5TH DISTRICT,333
,City-County or City Common Council Member,Christian  Evans,Republican,Scottsburg,938
,City-County or City Common Council Member,Christopher James Moore,Republican,009,820
,City-County or City Common Council Member,Christopher Lee Bartels,Republican,CCC1,309
,City-County or City Common Council Member,Christopher W. Rutan,Republican,COLUMBUS,2315
,City-County or City Common Council Member,Chuck Deaton,Republican,CHARLESTOWN,1329
,City-County or City Common Council Member,Chuck Reed,Republican,SHELBYVILLE,1229
,City-County or City Common Council Member,Clarence Warthan,Republican,Frankfort,126
,City-County or City Common Council Member,Clifford W Thies,Republican,RISING SUN,267
,City-County or City Common Council Member,Clint Blish,Republican,SEYMOUR,642
,City-County or City Common Council Member,Cody Eckert,Republican,GREENCASTLE WARD 4,133
,City-County or City Common Council Member,Cody Nelson,Republican,DELPHI,372
,City-County or City Common Council Member,Colin L. Yoder,Republican,GOSHEN 5,579
,City-County or City Common Council Member,Corey Boese,Republican,KENDALLVILLE,129
,City-County or City Common Council Member,Corey Roberts,Republican,HARRISON 01,120
,City-County or City Common Council Member,Craig Dellinger,Republican,NEW HAVEN CITY COUNCIL 3RD DISTRICT,271
,City-County or City Common Council Member,Crystal Sanburn,Republican,KCC6,889
,City-County or City Common Council Member,Dale Basham,Republican,MUNCIE,3998
,City-County or City Common Council Member,DAN COFFEY,Republican,2,578
,City-County or City Common Council Member,Dan McMillan,Republican,BEECH GROVE,1336
,City-County or City Common Council Member,Dan R. Libka,Republican,SALEM 1,169
,City-County or City Common Council Member,Dan Terrell,Republican,MITCHELL,329
,City-County or City Common Council Member,Dana Baldwin,Republican,2,130
,City-County or City Common Council Member,Daniel (Dan) Braun,Republican,Auburn 1,265
,City-County or City Common Council Member,Daniel J Riley,Republican,City of Greenfield,1680
,City-County or City Common Council Member,Daniel L Weigold,Republican,COLUMBIA CITY,1226
,City-County or City Common Council Member,Daniel Talbott,Republican,MITCHELL,404
,City-County or City Common Council Member,Daniel W Bortner,Republican,BEDFORD,451
,City-County or City Common Council Member,Daniel W Watson,Republican,Dunkirk,192
,City-County or City Common Council Member,Darin Lunsford,Republican,1,320
,City-County or City Common Council Member,Darrel Thomas,Republican,"GREENCASTLE WARD 1, GREENCASTLE WARD 2, GREENCASTLE WARD 3, GREENCASTLE WARD 4",752
,City-County or City Common Council Member,DARRELL L NEELEY,Republican,3,478
,City-County or City Common Council Member,Darren Peterson,Republican,Noblesville,3768
,City-County or City Common Council Member,Dave Johnson,Republican,N05,415
,City-County or City Common Council Member,David 'K' Kopitzke,Republican,North Vernon,413
,City-County or City Common Council Member,David A Roth,Republican,Ward 4,190
,City-County or City Common Council Member,David Abernathy,Republican,ELWOOD,763
,City-County or City Common Council Member,DAVID AEBERSOLD,Republican,4,456
,City-County or City Common Council Member,DAVID BETZ,Republican,1,326
,City-County or City Common Council Member,David C Masten,Republican,GREENCASTLE WARD 1,198
,City-County or City Common Council Member,David Cain,Republican,Marion District 6,341
,City-County or City Common Council Member,David Demske,Republican,Garrett 1,62
,City-County or City Common Council Member,David Dodd,Republican,1,71
,City-County or City Common Council Member,David E. Henke,Republican,ELKHART 3,698
,City-County or City Common Council Member,DAVID EUGENE FUNK,Republican,CC4,438
,City-County or City Common Council Member,David G Bundy,Republican,Auburn 4,167
,City-County or City Common Council Member,David Giffel,Republican,F-SW,1907
,City-County or City Common Council Member,David J Lekse,Republican,GRWD CITY COUNCIL DIST 6,652
,City-County or City Common Council Member,David L Dahl,Republican,WASHINGTON,789
,City-County or City Common Council Member,David M Capshaw,Republican,KCC1,278
,City-County or City Common Council Member,DAVID ROE,Republican,CITY OF ANGOLA,80
,City-County or City Common Council Member,David Smith,Republican,LOOGOOTEE,583
,City-County or City Common Council Member,David W Hall,Republican,GREENDALE 3,107
,City-County or City Common Council Member,David Wheeler,Republican,ELKHART 6,167
,City-County or City Common Council Member,DEBI TASSELL-WEBER,Republican,MI CITY COUNCIL DIST 1,335
,City-County or City Common Council Member,Dennis  Gray,Republican,PRINCETON 3,100
,City-County or City Common Council Member,Dennis E  (Denny) Harrold,Republican,SHELBYVILLE,1546
,City-County or City Common Council Member,Denny Myers,Republican,DELPHI,277
,City-County or City Common Council Member,Derek Cahill,Republican,023,2562
,City-County or City Common Council Member,Diana Phillips,Republican,CONNERSVILLE,844
,City-County or City Common Council Member,Dick Robertson,Republican,Lebanon Ward 4,165
,City-County or City Common Council Member,Don A Thomason,Republican,RISING SUN,316
,City-County or City Common Council Member,Don Ecker Jr.,Republican,Plymouth Council District 2,232
,City-County or City Common Council Member,Donald E. (Don) Riegsecker,Republican,GOSHEN 1,358
,City-County or City Common Council Member,Donnie Croft,Republican,Jeffersonville 5,506
,City-County or City Common Council Member,DOUG STOCK,Republican,Dist 2,54
,City-County or City Common Council Member,Douglas L. Nisley,Republican,GOSHEN 2,876
,City-County or City Common Council Member,Doyle Moore,Republican,DELPHI,380
,City-County or City Common Council Member,Drew A. Buchanan,Republican,L3,413
,City-County or City Common Council Member,Drew Stevenson,Republican,4,173
,City-County or City Common Council Member,Drew Storey,Republican,SEYMOUR,752
,City-County or City Common Council Member,Duane Culp,Republican,Plymouth Council District 1,126
,City-County or City Common Council Member,DUANE RODERICK,Republican,CITY OF ATTICA,398
,City-County or City Common Council Member,Dustin M. Geyer,Republican,Nappanee,358
,City-County or City Common Council Member,Dylan M. Moore,Republican,SALEM 2,164
,City-County or City Common Council Member,ED BASSEMIER,Republican,Evansville,7685
,City-County or City Common Council Member,Eddie Pena,Republican,Jasonville,70
,City-County or City Common Council Member,Edward (Eddie) W Gornall III,Republican,VINCENNES CITY,186
,City-County or City Common Council Member,ELI WAX,Republican,SB CITY COUNCIL DIST 5,1376
,City-County or City Common Council Member,Elizabeth "Liz" Bergeron  ,Republican,MICHIGAN CITY,1283
,City-County or City Common Council Member,Eric D. Jochim,Republican,HUNTINGBURG,531
,City-County or City Common Council Member,Eric E Schoening,Republican,2,103
,City-County or City Common Council Member,Eric Minch,Republican,LAKE STATION 2ND DISTRICT,92
,City-County or City Common Council Member,Eric S Woods,Republican,Frankfort,563
,City-County or City Common Council Member,Erica Emanuel,Republican,"GOSHEN 1, GOSHEN 2, GOSHEN 3, GOSHEN 4, GOSHEN 5",2327
,City-County or City Common Council Member,Erika E. Devine,Republican,Marion District 3,378
,City-County or City Common Council Member,Erin Jubril,Republican,DELPHI,374
,City-County or City Common Council Member,Erin Maurine Betron,Republican,CITY OF GREENWOOD,2472
,City-County or City Common Council Member,Evan Elliott ,Republican,Noblesville,3518
,City-County or City Common Council Member,Ezra Hill,Republican,GRWD CITY COUNCIL DIST 2,504
,City-County or City Common Council Member,Frank Miller,Republican,CCC4,1033
,City-County or City Common Council Member,Gary Cagle,Republican,Montpelier,93
,City-County or City Common Council Member,Gary Donald Rickert,Republican,CITY OF BRAZIL WARD I,18
,City-County or City Common Council Member,Gary L Allen,Republican,Ward 1,209
,City-County or City Common Council Member,Gary L Leavitt,Republican,PETERSBURG,142
,City-County or City Common Council Member,Gary Miller,Republican,2,216
,City-County or City Common Council Member,Gary T. Fordyce Sr,Republican,Marion District 1,281
,City-County or City Common Council Member,Gary V Turner,Republican,6,740
,City-County or City Common Council Member,George James,Republican,MITCHELL,420
,City-County or City Common Council Member,Gina M Melcher,Republican,DECATUR 1,192
,City-County or City Common Council Member,Glen Kissling,Republican,HUNTINGBURG COUNCIL 1,305
,City-County or City Common Council Member,GLORIA NIEDBALSKI,Republican,"MI CITY COUNCIL DIST 1, MI CITY COUNCIL DIST 2, MI CITY COUNCIL DIST 3, MI CITY COUNCIL DIST 4, MI CITY COUNCIL DIST 5, MI CITY COUNCIL DIST 6",2015
,City-County or City Common Council Member,Greg Davis,Republican,KCC5,844
,City-County or City Common Council Member,Gregory  Sapp,Republican,LINTON DIST 7,150
,City-County or City Common Council Member,Harris D. Peterson,Republican,Valparaiso 3,857
,City-County or City Common Council Member,Heath Hawkins,Republican,BEDFORD,431
,City-County or City Common Council Member,Heather Hewitt,Republican,LAWRENCE,3566
,City-County or City Common Council Member,HEIDI-SUNJE BELL,Republican,"SB CITY COUNCIL DIST 1, SB CITY COUNCIL DIST 2, SB CITY COUNCIL DIST 3, SB CITY COUNCIL DIST 4, SB CITY COUNCIL DIST 5, SB CITY COUNCIL DIST 6",2654
,City-County or City Common Council Member,Ian Osborne,Republican,MICHIGAN CITY,1282
,City-County or City Common Council Member,Irene Nalley,Republican,FRANKLIN CITY COUNCIL DIST 5,129
,City-County or City Common Council Member,Isac Chavez,Republican,Frankfort,120
,City-County or City Common Council Member,Ivan Ursery II,Republican,Gary,897
,City-County or City Common Council Member,J. David Hopper,Republican,GRWD CITY COUNCIL DIST 5,618
,City-County or City Common Council Member,Jabin "Jay" Collins,Republican,5,183
,City-County or City Common Council Member,Jack Kelley,Republican,North Vernon,644
,City-County or City Common Council Member,Jack Pupillo,Republican,Valparaiso 4,1119
,City-County or City Common Council Member,Jaclynn L Hamilton,Republican,WARD 3,94
,City-County or City Common Council Member,James  Shelton,Republican,Jennings 3,107
,City-County or City Common Council Member,James (Jim) Bartlett,Republican,"MADISON CC DIST 1, MADISON CC DIST 2, MADISON CC DIST 3, MADISON CC DIST 4, MADISON CC DIST 5",1400
,City-County or City Common Council Member,James (Jim) Finchum,Republican,AUBURN,678
,City-County or City Common Council Member,James (Jim) W Miller Jr.,Republican,District 4,419
,City-County or City Common Council Member,James Waters,Republican,West Lafayette City Council District 5,423
,City-County or City Common Council Member,James Wilkerson,Republican,PRINCETON 2,112
,City-County or City Common Council Member,Jane E Bumbalough,Republican,RICHMOND,2669
,City-County or City Common Council Member,Jason E Brewer,Republican,UNION CITY,161
,City-County or City Common Council Member,Jason R. Straton,Republican,MICHIGAN CITY,896
,City-County or City Common Council Member,Jay Foyst,Republican,CCC6,454
,City-County or City Common Council Member,Jay I. Mason,Republican,Gas City,709
,City-County or City Common Council Member,Jay Murphy,Republican,Crown Point,1857
,City-County or City Common Council Member,JAY PAPP,Republican,NEW ALBANY,1484
,City-County or City Common Council Member,Jeff Brown,Republican,West Lafayette City Council District 6,57
,City-County or City Common Council Member,Jeff Green,Republican,Muncie 1,576
,City-County or City Common Council Member,Jeff Lowder,Republican,4TH CITY COUNCIL DIST.,463
,City-County or City Common Council Member,Jeff Plough,Republican,KCC4,794
,City-County or City Common Council Member,Jeff Turner,Republican,NEW HAVEN CITY COUNCIL 2ND DISTRICT,203
,City-County or City Common Council Member,Jeff Vogt,Republican,SOUTHPORT 1,85
,City-County or City Common Council Member,Jeff Worrell,Republican,Carmel,18943
,City-County or City Common Council Member,Jeffrey E Macdonald,Republican,HAMMOND 3RD DISTRICT,139
,City-County or City Common Council Member,Jeffrey L. Bounds,Republican,HUNTINGBURG COUNCIL 2,326
,City-County or City Common Council Member,JEFFREY LUCAS,Republican,CRAWFORDSVILLE WARD 1,183
,City-County or City Common Council Member,Jemmy L Miller,Republican,Rushville City Council 3,182
,City-County or City Common Council Member,Jennifer (Zartman) Romano,Republican,SOUTHWEST,277
,City-County or City Common Council Member,Jennifer Barrett,Republican,2,256
