County,Office,Candidate,Party,District,Votes
,Township Trustee,Richard (Rick) Scott,Republican,WAYNE,9363
,Township Trustee,Richard Stutzman,Republican,Scott,139
,Township Trustee,Richard W Bozell,Republican,BARKLEY,272
,Township Trustee,Rick D Long,Republican,Lost Creek,2726
,Township Trustee,Rick Hill,Republican,HARRISON,157
,Township Trustee,Rick Savage,Republican,FAIRMOUNT,964
,Township Trustee,Risa R Dyar,Republican,Jefferson,490
,Township Trustee,Rita A Millhouse,Republican,JEFFERSON,654
,Township Trustee,Rita F Anglin,Republican,Etna,319
,Township Trustee,Rita M. Barrow,Republican,VAN BUREN TOWNSHIP,2585
,Township Trustee,Robert (Bob) Janke,Republican,HARRISON,102
,Township Trustee,Robert (Rob) V. Kittle,Republican,CLAY,687
,Township Trustee,Robert Bryan,Republican,KEENER,2556
,Township Trustee,Robert D Conyers,Republican,Greene,237
,Township Trustee,Robert F. Younggreen,Republican,PRAIRIE,77
,Township Trustee,Robert Stringer,Republican,UNION,534
,Township Trustee,Robin D Deputy,Republican,MARION,291
,Township Trustee,Robyn Cook,Republican,JACKSON,3267
,Township Trustee,Rochelle L Tryling,Republican,Howard,773
,Township Trustee,RODNEY KING,Republican,MORGAN,1485
,Township Trustee,Roger Kunkel,Republican,COAL CREEK,372
,Township Trustee,Roger W Taylor,Republican,VERNON,796
,Township Trustee,Ronald H Hutson,Republican,BEAN BLOSSOM TOWNSHIP,708
,Township Trustee,Ronald J Rieckers,Republican,GRASSY FORK TOWNSHIP,173
,Township Trustee,Ronald L Dunavan,Republican,EUGENE,272
,Township Trustee,Ronetta  Whitfield,Republican,Orangeville,203
,Township Trustee,Ronnie Bruner,Republican,CLINTON TOWNSHIP,165
,Township Trustee,Rosalee Bateman,Republican,MITCHELTREE,115
,Township Trustee,Rosemarie Morrow,Republican,Eagle Creek,448
,Township Trustee,Roy N Hall,Republican,WHITEWATER TOWNSHIP,923
,Township Trustee,Rusty D. Hubbard,Republican,Lexington,600
,Township Trustee,Ruth Eash,Republican,MIDDLEBURY,1783
,Township Trustee,Ryan F Schori,Republican,BOURBON,742
,Township Trustee,Ryan Irvine,Republican,Busseron,196
,Township Trustee,Ryan L. Myers,Republican,WALKER,864
,Township Trustee,Ryan Miller,Republican,WASHINGTON,8803
,Township Trustee,Ryan W Haehl,Republican,LIBERTY,474
,Township Trustee,Rylan L Carr,Republican,SUGARCREEK,50
,Township Trustee,Sally Evans Molin,Republican,"CRAWFORDSVILLE 01, CRAWFORDSVILLE 02, CRAWFORDSVILLE 03, CRAWFORDSVILLE 04, CRAWFORDSVILLE 05, CRAWFORDSVILLE 06, CRAWFORDSVILLE 07, CRAWFORDSVILLE 08, CRAWFORDSVILLE 09, CRAWFORDSVILLE 10, UNION 01, UNION 02, UNION 03, UNION 04, UNION 05, UNION 06, ",5010
,Township Trustee,Samuel (Bill) Witt,Republican,JACKSON,1090
,Township Trustee,Sandra Bayles,Republican,SANDCREEK,613
,Township Trustee,Sandra K Higgins,Republican,JACKSON,1238
,Township Trustee,Sandra K Ort,Republican,Twp GREENE,947
,Township Trustee,Sandra L. Bowers,Republican,DALLAS,488
,Township Trustee,Sandra M (Sandy) Harrison,Republican,FRANKLIN,286
,Township Trustee,Sandra Nocton,Republican,Boston,277
,Township Trustee,Sara M Kixmiller,Republican,Widner,412
,Township Trustee,Sarah E Hanaway,Republican,MONROE,751
,Township Trustee,Sarah Froderman,Republican,PERRY,280
,Township Trustee,Sarah Gnagy,Republican,ST JOE,14819
,Township Trustee,Scott A Connally,Republican,CEDAR CREEK,3991
,Township Trustee,Scott A Schroeder,Republican,MARION,1030
,Township Trustee,Scott A. Blazey,Republican,MADISON TWP,970
,Township Trustee,Scott Canady,Republican,SALAMONIE,645
,Township Trustee,Scott D Zeigler,Republican,NOBLE,772
,Township Trustee,Scott E Smith,Republican,POLK TOWNSHIP,79
,Township Trustee,Scott G Albaugh,Republican,Washington,259
,Township Trustee,SCOTT GILBERT,Republican,WASHINGTON,1618
,Township Trustee,Scott Hilfiker,Republican,MADISON,154
,Township Trustee,Scott Kimmel,Republican,PERRY,366
,Township Trustee,Scott Laidig,Republican,Twp MADISON,442
,Township Trustee,Scott M Rudicel,Republican,Adams,238
,Township Trustee,Scott Zellers,Republican,Vienna,2063
,Township Trustee,Seth Dugger,Republican,HARRISON,469
,Township Trustee,Seth Wagner,Republican,Jackson,474
,Township Trustee,Shana R Lane,Republican,WASHINGTON TOWNSHIP,356
,Township Trustee,Shane Clifford,Republican,ORANGE,170
,Township Trustee,Shannon M Retter,Republican,WASHINGTON,499
,Township Trustee,Sharon Brooks,Republican,HONEY CREEK,247
,Township Trustee,Sharon Corwin,Republican,JACKSON,110
,Township Trustee,Sharon Kay Yost,Republican,PERSHING TOWNSHIP,400
,Township Trustee,Sharon L Malone,Republican,ADAMS,1156
,Township Trustee,Shawn Wilson,Republican,ORANGE,694
,Township Trustee,Sheila Heshelman,Republican,STEELE,243
,Township Trustee,Sherri Johnston,Republican,Springfield,286
,Township Trustee,Shirley A Shafer,Republican,LOGAN,109
,Township Trustee,Shirley A Shepherdson,Republican,HANOVER,449
,Township Trustee,Shirley J Padgett,Republican,Honey Creek,3127
,Township Trustee,Sigrid M. Uhey,Republican,HIGHLAND,482
,Township Trustee,Stacey Nickels,Republican,CONCORD,289
,Township Trustee,Staci Lambring Eglen,Republican,HAMILTON TOWNSHIP,496
,Township Trustee,Stephanie Jones,Republican,Green Township,519
,Township Trustee,Stephany R Prather,Republican,Deer Creek,230
,Township Trustee,Stephen A Wilhelm,Republican,WALNUT,611
,Township Trustee,Stephen Hurd,Republican,LICKING,1320
,Township Trustee,Steve Butts,Republican,GREENCASTLE,2092
,Township Trustee,Steve Holder II,Republican,LINCOLN,1041
,Township Trustee,Steve Leonard,Republican,Center Township,5663
,Township Trustee,Steve R. Lestinsky Jr.,Republican,KANKAKEE,1178
,Township Trustee,Steve Studebaker,Republican,Chester,311
,Township Trustee,Steven B Neice,Republican,Harrison,4167
,Township Trustee,Steven G. Cash,Republican,PENN,261
,Township Trustee,Steven Ingle,Republican,CARR TOWNSHIP,315
,Township Trustee,Steven L Anderson,Republican,FRANKLIN,534
,Township Trustee,Steven L Kaiser,Republican,Abington,220
,Township Trustee,Steven M Wagner,Republican,CAMPBELL TOWNSHIP,350
,Township Trustee,Steven Patterson,Republican,LINCOLN,5467
,Township Trustee,Sue A Bennett,Republican,BROWN,281
,Township Trustee,Sue A Dittmar,Republican,Twp LIBERTY,1064
,Township Trustee,Sue Brown,Republican,Richland,1253
,Township Trustee,Susan E. Nichols,Republican,JENNINGS,178
,Township Trustee,Susan Isaacs,Republican,Wayne,5431
,Township Trustee,Susan K Vanhoy,Republican,WAYNE,1059
,Township Trustee,Susan M Freed,Republican,PENN,223
,Township Trustee,Susan M Richards,Republican,WASHINGTON,6544
,Township Trustee,Suzette Sabelhaus,Republican,TROY,1946
,Township Trustee,Tamara S Lasley,Republican,EEL RIVER,566
,Township Trustee,Tamera R. Hierholzer,Republican,BUTLER,255
,Township Trustee,Tami May,Republican,OHIO,593
,Township Trustee,Tami Powell,Republican,UNION,339
,Township Trustee,Tamra "Tami" Smith,Republican,LIBERTY,163
,Township Trustee,Tanner Resch,Republican,SPENCER,470
,Township Trustee,Tara J. Jenkins,Republican,Northeast,152
,Township Trustee,Tarra Youngclaus,Republican,Jackson Township,481
,Township Trustee,Ted A. Tobias,Republican,PLEASANT,1675
,Township Trustee,Terena J Murray,Republican,CONNERSVILLE,1918
,Township Trustee,Teresa D Pearson-Leeka,Republican,WARD,261
,Township Trustee,Teresa Eschbacher,Republican,HETH,333
,Township Trustee,Teresa L. Sutton,Republican,POSEY,727
,Township Trustee,Terri J. Smoot,Republican,HARRISON,223
,Township Trustee,Terry Blanton,Republican,Smith,119
,Township Trustee,Terry J Street,Republican,RUTHERFORD,237
,Township Trustee,Terry J. Iannarelli,Republican,Lima,539
,Township Trustee,Terry L Borggren,Republican,WEST,1130
,Township Trustee,Terry L Castor,Republican,DICK JOHNSON,418
,Township Trustee,Terry L Matney,Republican,PRAIRIE,947
,Township Trustee,THANE H KNOX,Republican,SCOTT TOWNSHIP,283
,Township Trustee,Thelma Kelley Jeffries,Republican,CLEAR CREEK TOWNSHIP,1457
,Township Trustee,Theresa Caldwell,Republican,NOBLESVILLE,16380
,Township Trustee,Theresa Ebbert,Republican,Brown Township,691
,Township Trustee,Thomas Bajzatt,Republican,PRINCETON,322
,Township Trustee,Thomas E. (Eddie) Wilkison ,Republican,BARTON,441
,Township Trustee,Thomas J (T.J.) Sneddon,Republican,BRAZIL,1326
,Township Trustee,Thomas J. Allred,Republican,LANCASTER,328
,Township Trustee,TIFFANY N. BOWLING,Republican,CAIN TOWNSHIP,340
,Township Trustee,Tiffany R NagaI,Republican,DAVIS,171
,Township Trustee,Tim Dunham,Republican,Union Twp,2582
,Township Trustee,Tim Hollars,Republican,POSEY TOWNSHIP,174
,Township Trustee,Timothy W Griffith,Republican,MIDDLE,1825
,Township Trustee,Tina Ley,Republican,SWAN,705
,Township Trustee,Tina Sillery,Republican,CLINTON,309
,Township Trustee,Toby Like,Republican,Harrison,565
,Township Trustee,Todd Webb,Republican,WASHINGTON,499
,Township Trustee,Tom Burnett,Republican,JEFFERSON,323
,Township Trustee,Tom Kendrick,Republican,CHARLESTOWN,3944
,Township Trustee,Tom Lantz,Republican,JACKSON,851
,Township Trustee,Tom Marshall,Republican,JOHNSON,91
,Township Trustee,Toni Miller,Republican,CLINTON,503
,Township Trustee,Tonja M French,Republican,LAUREL TOWNSHIP,207
,Township Trustee,Tony Wallace,Republican,HANNA,333
,Township Trustee,Tori Kron Langton,Republican,ARMSTRONG,553
,Township Trustee,TRACEY GELARDEN,Republican,HARRISON TOWNSHIP,397
,Township Trustee,Tracy L Moyer,Republican,Harrison,893
,Township Trustee,Tracy Lang,Republican,GRANT,271
,Township Trustee,Tracy Miller,Republican,STAFFORD,89
,Township Trustee,Travis Lyall,Republican,HENRY,3309
,Township Trustee,Travis Miller,Republican,CRAIG,254
,Township Trustee,TRAVIS ROLL,Republican,HUFF TOWNSHIP,199
,Township Trustee,Tresa Baker,Republican,WASHINGTON,795
,Township Trustee,Troy A Beachy,Republican,Liberty,1550
,Township Trustee,TROY STEWART,Republican,TROY TOWNSHIP,1078
,Township Trustee,TY M. FISCHBACH,Republican,UNION,57
,Township Trustee,Tyler S Baumgardner,Republican,WALNUT,329
,Township Trustee,Vicki L Chasteen,Republican,Center,1758
,Township Trustee,Vicki Taylor,Republican,SHELBY,211
,Township Trustee,Vickie L. Cameron,Republican,JACKSON,492
,Township Trustee,Virginia Cline,Republican,NOBLE,181
,Township Trustee,VIRGINIA J MAIN,Republican,MONROE,858
,Township Trustee,Virginia Jung,Republican,CENTER,539
,Township Trustee,Wade Hughes,Republican,JEFFERSON,867
,Township Trustee,Warren Britt Buhler,Republican,Rushville,1564
,Township Trustee,Will Miller ,Republican,Twp OLIVE,1105
,Township Trustee,William E (Bill) Harris,Republican,SPRINGFIELD,770
,Township Trustee,William F. (Bill) Connelly,Republican,Clay,338
,Township Trustee,William L. Pipher,Republican,"Bloomfield 1, Bloomfield 2, Bloomfield 3, Bloomfield 4",937
,Township Trustee,William R Killion,Republican,VEALE,443
,Township Trustee,William Wright,Republican,CENTER,3068
,Township Trustee,Wyman Lee Childers,Republican,MORGAN,743
,Township Trustee,Zach Bowers,Republican,FRANKLIN,357
,Township Board Member,Aaron Altman,Democratic,STEUBEN TOWNSHIP,76
,Township Board Member,AARON CHILDRESS,Democratic,JACKSON,344
,Township Board Member,Aaron Gilley,Democratic,TIPPECANOE,64
,Township Board Member,Aaron T. Banic,Democratic,WASHINGTON,206
,Township Board Member,Aaron Warner,Democratic,Linton,173
,Township Board Member,Abigail Estrella,Democratic,Clinton,80
,Township Board Member,AJ Covington,Democratic,COTTON,115
,Township Board Member,AJ Delgadillo,Democratic,ELKHART,3369
,Township Board Member,Alan Grzeskowiak,Democratic,Twp PENN,6298
,Township Board Member,Alan Hutchens,Democratic,Palmyra,266
,Township Board Member,Alan Pollert,Democratic,WASHINGTON TOWNSHIP,116
,Township Board Member,ALAN R WANINGER,Democratic,HARRISON TOWNSHIP,334
,Township Board Member,Albert Dilger,Democratic,FERDINAND TWP,755
,Township Board Member,Alexander McBride,Democratic,HARRISON,105
,Township Board Member,Alicia (Amidei) Collins,Democratic,WAYNE,513
,Township Board Member,Alie Hedinger,Democratic,ANDERSON,332
,Township Board Member,Alisha Aman,Democratic,SCOTT,1047
,Township Board Member,Allen J Beckett Sr.,Democratic,OWEN,98
,Township Board Member,Amanda  Strader,Democratic,VERMILLION,173
,Township Board Member,AMANDA DILL,Democratic,LOGAN TOWNSHIP,476
,Township Board Member,Amanda Melville,Democratic,"Harrison 1, Harrison 2, Harrison 3, Harrison 4, Harrison 5, Harrison 6, Harrison 7, Harrison 8",464
,Township Board Member,Amie Mullikin,Democratic,MADISON,261
,Township Board Member,Amy J Cobb,Democratic,HAMILTON,1131
,Township Board Member,Andrew J Dreibelbis,Democratic,CENTER,1049
,Township Board Member,Andrew J Eschbacher,Democratic,HETH,129
,Township Board Member,Andrew R Orman,Democratic,WASHINGTON,4072
,Township Board Member,ANGELA MAURELLO,Democratic,PINE,487
,Township Board Member,Angie  Bault,Democratic,"WASHINGTON 1, WASHINGTON 2, WASHINGTON 3, WASHINGTON 4",688
,Township Board Member,Ann Heitkemper,Democratic,FRANKLIN,203
,Township Board Member,Ann M Sibray,Democratic,Lake,159
,Township Board Member,Ann M Stagge,Democratic,CLAY TOWNSHIP,189
,Township Board Member,Ann P Mcnally,Democratic,GREENVILLE,976
,Township Board Member,ANNA MARIE SMITH,Democratic,SALUDA,154
,Township Board Member,ANNE A JACQUAY,Democratic,CLEAR LAKE TOWNSHIP,138
,Township Board Member,ANNE ABERNATHEY,Democratic,FREMONT TOWNSHIP,264
,Township Board Member,Anne M (Bloemer) Lawson,Democratic,GENEVA,417
,Township Board Member,Annette Hunter,Democratic,POSEY TOWNSHIP,76
,Township Board Member,Anthony (Tony) Henry,Democratic,WAYNE,9559
,Township Board Member,Anthony J. (Tony) Dant,Democratic,PERRY,1039
,Township Board Member,Anthony Marvel,Democratic,Twp WARREN,1166
,Township Board Member,Anthony Payton,Democratic,ADAMS,2377
,Township Board Member,Antonette A Reese,Democratic,CONCORD,2878
,Township Board Member,April L. Daly,Democratic,COOLSPRING,1525
,Township Board Member,April Mangrum,Democratic,JACKSON,269
,Township Board Member,Arissa Beck,Democratic,FAIRFIELD,4141
,Township Board Member,Ashley  Stroud,Democratic,Paoli,442
,Township Board Member,Ashley Y Bullington,Democratic,JENNINGS,207
,Township Board Member,August K Eckert II,Democratic,RAILROAD,200
,Township Board Member,Avalon Morris,Democratic,Twp LINCOLN,245
,Township Board Member,Barbara E. McKinney,Democratic,BLOOMINGTON TOWNSHIP,3422
,Township Board Member,Barbara L Walton,Democratic,UNION,151
,Township Board Member,Barbara Sturbaum,Democratic,PERRY TOWNSHIP,7328
,Township Board Member,BARBARA YODER,Democratic,PLEASANT TOWNSHIP,867
,Township Board Member,Barbara Zipp Lamb,Democratic,LAFAYETTE,1204
,Township Board Member,Barbie Beckham,Democratic,CENTER,3871
,Township Board Member,Berniece Luker,Democratic,LOCKHART,73
,Township Board Member,Bette Conroy,Democratic,PLEASANT,385
,Township Board Member,Betty Batliner,Democratic,LAFAYETTE,1321
,Township Board Member,Bettye Evans,Democratic,UNION,172
,Township Board Member,BEVERLY  OXLEY,Democratic,PATOKA,192
,Township Board Member,Beverly A Tucker,Democratic,POINT,84
,Township Board Member,Bill (Griz) Herring,Democratic,Sugar Creek,984
,Township Board Member,Bill Bailey,Democratic,GREENE,185
,Township Board Member,Bill Clemons,Democratic,UNION,95
,Township Board Member,Billy J Coker,Democratic,PORTAGE,5613
,Township Board Member,Billy M. Comer,Democratic,Finley,221
,Township Board Member,Bob Behr,Democratic,ABOITE,5111
,Township Board Member,Bob Boruff,Democratic,Wright,402
,Township Board Member,Brad Campbell,Democratic,COLUMBIA,98
,Township Board Member,Bradley T Ferguson,Democratic,Vincennes,1352
,Township Board Member,BRANDI HENNETTE,Democratic,PERRY,577
,Township Board Member,Brenda A. Garris,Democratic,ROBB,263
,Township Board Member,Brenda Fishtorn,Democratic,MONROE,248
,Township Board Member,BRENDA KRESS,Democratic,HARRISON TOWNSHIP,363
,Township Board Member,Brenda L Barger,Democratic,MONTGOMERY,92
,Township Board Member,Brett A Haviland,Democratic,JACKSON,64
,Township Board Member,Brian Gilbert,Democratic,"Connersville 01, Connersville 02, Connersville 03, Connersville 04, Connersville 05, Connersville 06, Connersville 07, Connersville 08, Connersville 09, Connersville 10, Connersville 11, Connersville 12, Connersville 13",487
,Township Board Member,Brian J. Beckman,Democratic,MARION TWP,256
,Township Board Member,Brian Williams,Democratic,BLACK,1084
,Township Board Member,Bruce A Hayes,Democratic,WASHINGTON,3282
,Township Board Member,Bruce Barr,Democratic,PATOKA,442
,Township Board Member,Bruce Norman Stier,Democratic,WAYNE,9226
,Township Board Member,Buck Sarver,Democratic,NOBLE,173
,Township Board Member,C. David Little,Democratic,UNION,154
,Township Board Member,C. DIANE BATES,Democratic,JACKSON,1468
,Township Board Member,Candace J. Stewart,Democratic,TAYLOR,106
,Township Board Member,Carl G Kopka,Democratic,JEFFERSON,62
,Township Board Member,Carla McSpadden,Democratic,Greenfield,62
,Township Board Member,Carmen Megonnell,Democratic,NORTH,311
,Township Board Member,Carol Ann Sublett,Democratic,JEFFERSON,378
,Township Board Member,Carol C Norton,Democratic,GREENVILLE,903
,Township Board Member,Carol Collins,Democratic,Northeast,60
,Township Board Member,Carol J Farrell,Democratic,Johnson,228
,Township Board Member,Carol L Anderson,Democratic,VIGO,404
,Township Board Member,Carolyn D. Beaty,Democratic,UNION,184
,Township Board Member,CARRIE LEACH,Democratic,LOGAN TOWNSHIP,240
,Township Board Member,Cathy Caldie,Democratic,OHIO,209
,Township Board Member,Cecil  Meeks,Democratic,Busseron,252
,Township Board Member,Cecil Bruns,Democratic,SPRINGFIELD TOWNSHIP,168
,Township Board Member,Ceddrika L Porter,Democratic,NEW ALBANY,5228
,Township Board Member,Chad Koch,Democratic,Nevins,341
,Township Board Member,Chad Neal,Democratic,Jefferson,340
,Township Board Member,Chance A Hoover,Democratic,WABASH,52
,Township Board Member,Charles "Charlie" Cox,Democratic,Stockton,1002
,Township Board Member,Charles (Chuck) Mann,Democratic,HARMONY,273
,Township Board Member,Charles (Frank) Routh,Democratic,BETHLEHEM,26
,Township Board Member,Charles L Rinehart,Democratic,TURMAN,221
,Township Board Member,CHARLES T PARKS,Democratic,WHISKEY RUN,188
,Township Board Member,Charlie Burkley,Democratic,LOCKE,115
,Township Board Member,Charlie Guetling,Democratic,PERRY,2687
,Township Board Member,Chase Meehan,Democratic,Honey Creek,1303
,Township Board Member,CHERYL A FARLOW,Democratic,JACKSON,86
,Township Board Member,Cheryl A Samm,Democratic,JACKSON,232
,Township Board Member,Cheryl E Boyce,Democratic,PERRY,112
,Township Board Member,CHERYL HUEY,Democratic,FULTON TOWNSHIP,61
,Township Board Member,Cheryl I. (East) Lone,Democratic,HARRISON,1133
